dataset,num_parties,train_num,partitioning,dirichlet_alpha,epochs,batch_size,client_optimizer,federated_optimizer,model,learning_rate,weight_decay,data_argu,alg,start_round,target_round,random_seed,client_idx,train_acc,test_acc,train_loss,test_loss,auc,low_01,low_05,low_1,low_2,low_5,target_model_type,comm_round
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-loss,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.512105975308642,0.0011111111111111111,0.004,0.011333333333333334,0.025111111111111112,0.05311111111111111,local,2
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-conf,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.5132981481481481,0.0011111111111111111,0.0044444444444444444,0.010666666666666666,0.024666666666666667,0.049555555555555554,local,2
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-rescaled,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.5123225185185185,0.0008888888888888889,0.0057777777777777775,0.010222222222222223,0.021111111111111112,0.05,local,2
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-diff,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.5069930123456791,0.00044444444444444447,0.004666666666666667,0.009111111111111111,0.01888888888888889,0.051111111111111114,local,2
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-ratio,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.5065438518518519,0.0011111111111111111,0.011111111111111112,0.01577777777777778,0.024888888888888887,0.05577777777777778,local,2
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-diff,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.5069930123456791,0.00044444444444444447,0.004666666666666667,0.009111111111111111,0.01888888888888889,0.051111111111111114,local,2
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-ratio,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.5065438518518519,0.0011111111111111111,0.011111111111111112,0.01577777777777778,0.024888888888888887,0.05577777777777778,local,2
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,01-loss,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.5181248395061728,0.0008888888888888889,0.004222222222222222,0.0077777777777777776,0.020888888888888887,0.058888888888888886,local,2
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_loss,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.5069930123456791,0.00044444444444444447,0.004666666666666667,0.009111111111111111,0.01888888888888889,0.051111111111111114,local,2
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_conf,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.5091732592592593,0.0013333333333333333,0.008222222222222223,0.014666666666666666,0.029111111111111112,0.058888888888888886,local,2
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_rescaled,0,1,0,0,0.30177777777777776,0.289,1.9495229505857505,2.0113073057153055,0.5059351604938271,0.0006666666666666666,0.004888888888888889,0.009777777777777778,0.02311111111111111,0.05511111111111111,local,2
