dataset,num_parties,train_num,partitioning,dirichlet_alpha,epochs,batch_size,client_optimizer,federated_optimizer,model,learning_rate,weight_decay,data_argu,alg,start_round,target_round,random_seed,client_idx,train_acc,test_acc,train_loss,test_loss,auc,low_01,low_05,low_1,low_2,low_5,target_model_type,comm_round
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-loss,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.7058972345679012,0.0006666666666666666,0.005333333333333333,0.008222222222222223,0.020666666666666667,0.05733333333333333,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-conf,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.7048635061728395,0.00044444444444444447,0.006,0.009111111111111111,0.021555555555555557,0.05511111111111111,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-rescaled,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.721108962962963,0.00044444444444444447,0.0035555555555555557,0.006666666666666667,0.014888888888888889,0.04577777777777778,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-diff,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.34316876543209873,0.0,0.0,0.0,0.0028888888888888888,0.0071111111111111115,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-ratio,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.6995221975308643,0.0,0.0,0.0,0.06155555555555556,0.13177777777777777,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-diff,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.6456338765432099,0.0028888888888888888,0.0057777777777777775,0.013777777777777778,0.029111111111111112,0.07377777777777778,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-ratio,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.7018547901234569,0.0017777777777777779,0.008222222222222223,0.013555555555555555,0.024444444444444446,0.07622222222222222,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,01-loss,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.6977950123456791,0.0,0.0,0.0,0.0,0.06622222222222222,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_loss,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.7811205925925926,0.006888888888888889,0.026222222222222223,0.054,0.104,0.19977777777777778,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_conf,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.7758753580246913,0.018,0.06066666666666667,0.08733333333333333,0.14222222222222222,0.25422222222222224,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_rescaled,0,99,0,0,0.86154,0.64118,0.3945568619316917,1.3928146600490867,0.7844081234567901,0.0011111111111111111,0.0028888888888888888,0.0044444444444444444,0.010888888888888889,0.04844444444444444,local,100
