dataset,num_parties,train_num,partitioning,dirichlet_alpha,epochs,batch_size,client_optimizer,federated_optimizer,model,learning_rate,weight_decay,data_argu,alg,start_round,target_round,random_seed,client_idx,train_acc,test_acc,train_loss,test_loss,auc,low_01,low_05,low_1,low_2,low_5,target_model_type,comm_round
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-loss,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.6172747654320987,0.0006666666666666666,0.003111111111111111,0.008666666666666666,0.019333333333333334,0.05422222222222222,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-conf,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.648074,0.0015555555555555555,0.0064444444444444445,0.010444444444444444,0.01911111111111111,0.051333333333333335,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-rescaled,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.69117212345679,0.0015555555555555555,0.0033333333333333335,0.006222222222222222,0.012,0.046,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-diff,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.37883511111111107,0.0,0.0,0.0,0.003777777777777778,0.009333333333333334,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-ratio,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.6160269382716049,0.0,0.0,0.0,0.02422222222222222,0.05422222222222222,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-diff,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.5069740987654321,0.00022222222222222223,0.004888888888888889,0.008666666666666666,0.024444444444444446,0.04688888888888889,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-ratio,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.6991316296296296,0.0006666666666666666,0.004222222222222222,0.007555555555555556,0.014222222222222223,0.051333333333333335,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,01-loss,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.7350456296296296,0.0,0.0,0.0,0.0,0.0,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_loss,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.5614575802469136,0.0013333333333333333,0.007333333333333333,0.015111111111111112,0.03,0.06822222222222223,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_conf,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.7440908641975309,0.072,0.10955555555555556,0.1391111111111111,0.16933333333333334,0.25377777777777777,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_rescaled,0,99,0,0,0.8941688888888889,0.7023888888888888,1.531538830540423,2.2716480711100995,0.7672888395061729,0.0011111111111111111,0.0024444444444444444,0.006666666666666667,0.015555555555555555,0.054,global,100
