dataset,num_parties,train_num,partitioning,dirichlet_alpha,epochs,batch_size,client_optimizer,federated_optimizer,model,learning_rate,weight_decay,data_argu,alg,start_round,target_round,random_seed,client_idx,train_acc,test_acc,train_loss,test_loss,auc,low_01,low_05,low_1,low_2,low_5,target_model_type,comm_round
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-loss,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.5563037530864197,0.00044444444444444447,0.003111111111111111,0.007555555555555556,0.017555555555555557,0.04733333333333333,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-conf,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.6051982469135803,0.0015555555555555555,0.006888888888888889,0.01,0.01888888888888889,0.04933333333333333,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-rescaled,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.6210480987654321,0.0022222222222222222,0.004222222222222222,0.0071111111111111115,0.01711111111111111,0.04644444444444444,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-diff,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.41893637037037035,0.0,0.0,0.003777777777777778,0.009333333333333334,0.022,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-ratio,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.5882938518518519,0.0,0.0,0.008888888888888889,0.017333333333333333,0.03822222222222222,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-diff,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.5064686419753086,0.00022222222222222223,0.0057777777777777775,0.008666666666666666,0.025555555555555557,0.04688888888888889,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-ratio,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.6584212345679012,0.0011111111111111111,0.0026666666666666666,0.0077777777777777776,0.017555555555555557,0.05555555555555555,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,01-loss,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.6849921728395061,0.0,0.0,0.0,0.0,0.050666666666666665,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_loss,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.5347642962962963,0.00022222222222222223,0.006,0.014888888888888889,0.028888888888888888,0.056666666666666664,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_conf,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.7565109382716049,0.013333333333333334,0.05,0.078,0.12222222222222222,0.22444444444444445,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_rescaled,0,49,0,0,0.7909777777777778,0.6548533333333333,3.0483456905001747,3.499905436775545,0.6640586172839507,0.0013333333333333333,0.003777777777777778,0.007333333333333333,0.016666666666666666,0.057777777777777775,global,100
