dataset,num_parties,train_num,partitioning,dirichlet_alpha,epochs,batch_size,client_optimizer,federated_optimizer,model,learning_rate,weight_decay,data_argu,alg,start_round,target_round,random_seed,client_idx,train_acc,test_acc,train_loss,test_loss,auc,low_01,low_05,low_1,low_2,low_5,target_model_type,comm_round
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-loss,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.5361007160493827,0.00044444444444444447,0.003111111111111111,0.008444444444444444,0.016,0.04555555555555556,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-conf,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.5866880246913581,0.0015555555555555555,0.006888888888888889,0.01,0.018444444444444444,0.04844444444444444,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-rescaled,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.5902428888888889,0.0013333333333333333,0.0035555555555555557,0.008,0.01711111111111111,0.048,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-diff,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.4359227654320988,0.0,0.0,0.003777777777777778,0.009333333333333334,0.025555555555555557,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-ratio,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.5705744691358023,0.0,0.0,0.0077777777777777776,0.017555555555555557,0.041777777777777775,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-diff,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.50559212345679,0.00022222222222222223,0.005333333333333333,0.008666666666666666,0.025555555555555557,0.046,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-ratio,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.6386438518518519,0.0013333333333333333,0.005333333333333333,0.009555555555555555,0.018222222222222223,0.051333333333333335,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,01-loss,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.6578084197530863,0.0,0.0,0.009111111111111111,0.01622222222222222,0.04888888888888889,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_loss,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.5246964444444444,0.00022222222222222223,0.006,0.013333333333333334,0.02688888888888889,0.054,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_conf,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.7187745185185186,0.006,0.026,0.03955555555555555,0.06644444444444444,0.15222222222222223,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_rescaled,0,39,0,0,0.7416,0.6317611111111111,3.798417742540387,4.136786114332457,0.6139461728395061,0.0017777777777777779,0.0035555555555555557,0.007555555555555556,0.01711111111111111,0.058666666666666666,global,100
