dataset,num_parties,train_num,partitioning,dirichlet_alpha,epochs,batch_size,client_optimizer,federated_optimizer,model,learning_rate,weight_decay,data_argu,alg,start_round,target_round,random_seed,client_idx,train_acc,test_acc,train_loss,test_loss,auc,low_01,low_05,low_1,low_2,low_5,target_model_type,comm_round
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-loss,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.633747975308642,0.0006666666666666666,0.005111111111111111,0.009555555555555555,0.018444444444444444,0.054,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-conf,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.6399552098765432,0.0006666666666666666,0.0057777777777777775,0.008888888888888889,0.021555555555555557,0.05688888888888889,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-rescaled,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.647770962962963,0.0008888888888888889,0.0035555555555555557,0.008,0.016666666666666666,0.04644444444444444,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-diff,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.410991037037037,0.0,0.0,0.0026666666666666666,0.006666666666666667,0.017555555555555557,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-ratio,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.594800913580247,0.0,0.0,0.011111111111111112,0.022,0.06577777777777778,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-diff,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.6326070864197532,0.0033333333333333335,0.007333333333333333,0.014,0.03133333333333333,0.07888888888888888,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-ratio,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.6738614320987654,0.002,0.007333333333333333,0.010222222222222223,0.022,0.06488888888888888,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,01-loss,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.6701558518518518,0.0,0.006888888888888889,0.011333333333333334,0.020444444444444446,0.058,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_loss,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.7246488641975308,0.006666666666666667,0.02288888888888889,0.04,0.07,0.13866666666666666,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_conf,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.7572204197530865,0.0024444444444444444,0.009777777777777778,0.025555555555555557,0.06066666666666667,0.15933333333333333,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_rescaled,0,39,0,0,0.7438,0.5921166666666666,0.7188331313477445,1.251435752637899,0.7204735061728396,0.0015555555555555555,0.0044444444444444444,0.007333333333333333,0.014888888888888889,0.050666666666666665,local,100
