dataset,num_parties,train_num,partitioning,dirichlet_alpha,epochs,batch_size,client_optimizer,federated_optimizer,model,learning_rate,weight_decay,data_argu,alg,start_round,target_round,random_seed,client_idx,train_acc,test_acc,train_loss,test_loss,auc,low_01,low_05,low_1,low_2,low_5,target_model_type,comm_round
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-loss,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.49904385185185185,0.00044444444444444447,0.003111111111111111,0.006,0.015333333333333332,0.042444444444444444,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-conf,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.5045604444444445,0.0013333333333333333,0.004888888888888889,0.011555555555555555,0.019333333333333334,0.04822222222222222,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-rescaled,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.5032562716049382,0.0017777777777777779,0.005333333333333333,0.008444444444444444,0.016888888888888887,0.041777777777777775,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-diff,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.49788338271604937,0.0,0.0033333333333333335,0.006,0.016,0.044444444444444446,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-ratio,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.49973108641975306,0.0,0.0033333333333333335,0.007555555555555556,0.017333333333333333,0.04755555555555555,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-diff,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.5018154814814815,0.00022222222222222223,0.004666666666666667,0.008666666666666666,0.023555555555555555,0.04622222222222222,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-ratio,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.5121451851851851,0.0013333333333333333,0.004888888888888889,0.013555555555555555,0.024888888888888887,0.051333333333333335,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,01-loss,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.5140870370370371,0.0011111111111111111,0.0044444444444444444,0.010888888888888889,0.023333333333333334,0.05177777777777778,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_loss,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.5024044938271605,0.0,0.004888888888888889,0.009111111111111111,0.02311111111111111,0.046,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_conf,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.5147618024691358,0.00022222222222222223,0.0044444444444444444,0.009333333333333334,0.018,0.050888888888888886,global,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_rescaled,0,9,0,0,0.3768444444444444,0.37377777777777776,14.000688202105634,13.984759481607968,0.5040527654320988,0.00022222222222222223,0.0033333333333333335,0.008222222222222223,0.02,0.05444444444444444,global,100
