dataset,num_parties,train_num,partitioning,dirichlet_alpha,epochs,batch_size,client_optimizer,federated_optimizer,model,learning_rate,weight_decay,data_argu,alg,start_round,target_round,random_seed,client_idx,train_acc,test_acc,train_loss,test_loss,auc,low_01,low_05,low_1,low_2,low_5,target_model_type,comm_round
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-loss,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.5677711604938271,0.0008888888888888889,0.006666666666666667,0.011111111111111112,0.020444444444444446,0.05644444444444444,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-conf,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.5737174320987655,0.0008888888888888889,0.0071111111111111115,0.010444444444444444,0.021555555555555557,0.05333333333333334,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,fed-rescaled,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.571645975308642,0.0013333333333333333,0.005333333333333333,0.010666666666666666,0.018222222222222223,0.052,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-diff,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.45908866666666676,0.0,0.0035555555555555557,0.006,0.012888888888888889,0.03177777777777778,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,delta-ratio,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.542366,0.0,0.003111111111111111,0.011333333333333334,0.022444444444444444,0.06422222222222222,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-diff,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.587836962962963,0.0011111111111111111,0.0044444444444444444,0.0077777777777777776,0.024,0.06066666666666667,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,back-front-ratio,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.6133409135802469,0.0011111111111111111,0.004,0.010444444444444444,0.019777777777777776,0.051555555555555556,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,01-loss,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.6133069135802469,0.0008888888888888889,0.005111111111111111,0.010222222222222223,0.020666666666666667,0.052222222222222225,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_loss,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.6107855061728396,0.0011111111111111111,0.0064444444444444445,0.015111111111111112,0.037333333333333336,0.0791111111111111,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_conf,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.628025012345679,0.0011111111111111111,0.006666666666666667,0.013777777777777778,0.032,0.06955555555555555,local,100
cifar10,4,2500,iidk,0.5,1,32,adam,FedAvg,resnet56,0.001,0.0001,no,our_rescaled,0,19,0,0,0.5979666666666666,0.5193888888888889,1.1183928955982603,1.359124535222174,0.6168785185185186,0.00044444444444444447,0.0044444444444444444,0.009555555555555555,0.02022222222222222,0.050444444444444445,local,100
